location,address,phone_number,ratings,ratings_count
Sanchi Road,"House No 118, Ground Floor, Adjacent to Royal Enfield, Sanchi Road, Shastri Nagar, Vidisha, Madhya Pradesh, 464001",9873965430,4.9,224
Malakpet,"Shop No 16/10/27/105/7/4/1, Tirumala Pride, Main Road, Malakpet, Opposite Bajaj Electronics, Hyderabad, Telangana, 500036",7428891146,4.8,740
Kalasiguda,"Shop No 1,7 & 396, Sandhu Apartment, Jain Estate, Kalasiguda, Secunderabad, Kalasiguda, Opposite Incredible One Hotel & Nanking Hotel Parklane, Hyderabad, Telangana, 500003",7428890087,4.9,1101
Adikmet,"House No 1/9/670/69, Ground Floor, Srt Quarters, Vidya Nagar, Adikmet, Near Apollo Pharmacy, Hyderabad, Telangana, 500044",7428891147,4.9,1943
Kondapur 2,"Ground Floor, D No 1-112, Kondapur S2 & S1, Chandanagar, Hyderabad, Telangana, 500084",9582251897,4.2,157
Kukatpally,"Mig 42, Ground Floor, Kphb Phase 1, Dharma Reddy Colony, Kukatpally, Opposite Jntu, Hyderabad, Telangana, 500072",7428890093,4.8,4105
"Annapurna Nagar, Indore","Ground Floor, Plot No 11, Bank Colony, Annapurna Main Road, Annapurna Nagar, Opposite Dussehra Maidan, Indore, Madhya Pradesh, 452009",8447848929,4.9,837
Vijay Nagar,"Ground Floor, Plot No 151/A, Ukhari Square, Vivekanand Ward, Mr 4 Road, Vijay Nagar, Jabalpur, Madhya Pradesh, 482002",7065045239,4.9,824
West Marredpally,"Building No, 3 & 6,101/C/1J, H/228, Chiranjeevi Apartment, West Marredpally Road, Boosareddy Guda, Aswini Colony, West Marredpally, Beside Apollo Pharmacy, Hyderabad, Telangana, 500026",7303425426,4.9,518
Shivam Road,"H No 2/2/647/3/A/3, Ground Floor, Shivam Road, Amberpet, Aphb Colony, New Nallakunta, Near Pizza Hut, Hyderabad, Telangana, 500044",9319365277,4.9,2148
Flagship Store Shamsahbad,"23/65/1, Madhura Nagar, Shamsahabad, Rangareddy, Hyderabad, Telangana, 501218",9319364363,4.9,968
Madhapur,"H No 1-90/20/G/1, Sai Siddartha Complex, Metro Pillar No 1760, Main Road, Madhapur, Metro Pillar No 1760, Hyderabad, Telangana, 500081",7428890107,4.9,4070
Himayat Nagar,"Shop No 3, 6/564/5 To 8, Circle, Himayat Nagar, Ap State Housing Board, Himayat Nagar, Near Mc Donald Brand Factory, Hyderabad, Telangana, 500029",7428890115,4.8,2126
Sainikpuri Hyderabad,"Plot Bearing Nos 01 and 02, Survey No 218 1, ECIL Road, Sainikpuri, Secunderabad, Hyderabad, Telangana, 500094",8197306837,4.8,5
Sanjeeva Reddy Nagar,"262/3Rt, Ground Floor, Mn Reddy Classic, Sr Nagar, Sanjeeva Reddy Nagar, Opposite Himalaya Book World, Hyderabad, Telangana, 500038",7428890123,4.9,4318
BN Reddy Nagar,"Ground Floor, Shop No 1, Old Court Building, Nagarjun Sagar Road, Omkar Nagar, Beside Hp Petrol Pump & Old Court Building, Hyderabad, Telangana, 500070",9319360961,4.9,1167
Ameenpur Main Road,"Plot No 3, Chanda nagar, Serilingampally Mandal, Ranagreddy dist, Ameenpur, Hyderabad, Telangana, 502032",9643806413,4.7,982
MG Road Secunderabad,"Pb 1549, M G Road, Kalasiguda, Secunderabad, Mg Road, Opposite Paradise Hotel, Hyderabad, Telangana, 500003",7303181182,4.9,686
Gachibowli Service Road,"Ground Floor, Commercial Complex, Plot No 138 &139, Satyanarayana Arcade, Gachibowli, Hyderabad, Telangana, 500032",9582500516,4.9,807
Tolichowki,"House No 8-1-523/95, Brindavan Colony, Beside Masqati, Tolichowki, Hyderabad, Telangana, 500008",7428890170,4.8,1200
Banjara Hills 2,"D No 8-2-626/5, Shop No-G5A, Reliance Classic Building, Road No 1, Banjara Hills",9711641453,4.8,258
Somajiguda,"6-3-927/A&B, Ground Floor, Shobhan Building, Somajiguda, Raj Bhavan Road, Hyderabad, Telangana, 500082",9643821496,4.7,515
New Safilguda,"D No 24-88/40/1, East Anand Bagh, Safilguda, Opposite Fortune Honda Showroom, Hyderabad, Telangana, 500047",8929331321,4.9,2095
Malkajgiri,"Shop No 3/238, Maruthi Nagar, Malkajgiri, Hyderabad, Telangana, 500047",7428891216,4.8,2173
Attapur,"Shop No 4/3/164, Ring Road, Attapur, Opposite Pillar No 138, Hyderabad, Telangana, 500048",7428891219,4.3,609
Gudimalkapur,"Shop No 13-6-439/1/A/111/7, Balaji Nagar, Mehdipatnam Ring Road, Gudimalkapur, Near Pillar No 75, Hyderabad, Telangana, 500006",8929344590,4.7,340
Sarath City Capital Mall,"Shop No 99, Ground Floor, Kondapur, Sarath City Capital Mall, Opposite Vision Express, Hyderabad, Telangana, 500032",7428891227,4.6,912
Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",9582051505,4.5,500
Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",8588802587,4.7,1581
Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",7838671500,4.8,1128
Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",9711869741,4.9,623
Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",7838290268,4.9,3172
Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",7428890200,4.7,696
Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",7428890201,4.7,1401
Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",8929345155,4.9,1534
Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",8929162484,4.2,275
Boduppal,"Shop No 1-1/2, Plot No 96, Survey No, 145,146 & 147, Village Boduppal, Ghatkesar, Mandal, Main Road, West Hanuman Nagar, Uppal, Rangareddy, Hyderabad, 500092",9899408896,4.9,662
Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",9582528860,4.9,233
Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",8307197198,4.9,1684
"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",7838194852,4.8,515
Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",8929334354,4.8,343
Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",8929340390,4.9,473
Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",7291084985,4.8,194
Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",7291083948,4.9,351
Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",9319365940,4.8,990
Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",9582593828,4.9,2020
Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",8929607657,4.9,1096
Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",7428891268,4.7,2431
Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",8929345305,4.9,200
New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",8929136909,4.9,1736
Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",7428891279,4.7,490
Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",9582951671,4.9,1007
Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",8744095253,4.9,2222
Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",8929496181,4.8,613
Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",8743084107,4.8,425
HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",9582494863,5.0,92
Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",8588809804,4.9,1663
Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",8929185505,4.9,1518
Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",8447911308,4.9,566
New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",8929335385,4.8,420
Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",8447730260,4.9,2121
Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",8929289540,4.9,1547
Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",8826021555,4.7,687
Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",8929808349,4.8,646
Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",9319359590,4.9,3592
Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",7428891346,4.7,846
Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",9821221604,4.4,1038
Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",8512831415,4.9,505
Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",7428891359,4.8,1135
Banjara Hills,"Mch No 6/3/348/B/201A, Ground Floor, Bke Owners Society, Road 1, Banjara Hills, Opposite Vangal Rao Park, Hyderabad, Telangana, 500034",7428891055,4.4,298
Chanda Nagar,"Shop No 2/105, C F2/F3, United Chambers, Near The Chennai Shopping Mall, Sri Ram Nagar Colony, Chanda Nagar, Hyderabad, Telangana, 500050",7291823140,4.5,424
GSM Mall,"Shop No Ff 101, First Floor, Gsm Mall, Madinaguda, Miyapur, Opposite My Home Jewel Apartments, Hyderabad, Telangana, 500049",8588891355,4.9,662
Puppalguda Shaikpet,"Plot No 40 & 41, Shop No 4-3/40/41/S2/A/1, S S Tower, Friends Colony, Puppalguda, Hyderabad, Telangana, 500089",8929338663,4.9,672
Shantosh Nagar,"&#34, Khaja Estate, Shop No 2, Ground Floor, 17-1-376/3, Shantosh Nagar, Hyderabad, Telangana, 500059",8447743931,4.9,2038
Himayath Nagar,"Flat No 3-6-365, Y V Rao Mansion 104&105, Himayatnagar Road, Gagan Mahal, Hyderabad, Telangana, 500029",8826001648,4.9,2170
Botanical Garden,"H No 1-57/19, Sri Ram Nagar, Botanical Garden Road, Kondapur, Opposite Airtel Showroom, Hyderabad, Telangana, 500031",9818821647,4.8,1174
Madeenaguda,"Shop No G2, Ground Floor, Kalyan Tulasi Ram Chambers, Madeenaguda, Opposite Croma & Allensolly, Hyderabad, Telangana, 500049",9971771565,4.9,2084
Ramanthapur,"House No 3-11-65 & 68, Gokhale Nagar, Ramanthapur, Beside Raghavendra Tifins Center & Pharma Hub, Hyderabad, Telangana, 500013",8929174134,4.9,898
"Chanda Nagar, BHEL","2-88, National Highway 65, Gangaram, Chanda Nagar Bhel, Opposite Karachi Bakery, Hyderabad, Telangana, 500050",9971711685,4.9,1526
Uppal,"2 2 173, Ground Floor, Vijay Colony, Kv Rangreddy, Uppal, Near Gandhi Statue, Hyderabad, Telangana, 500039",8447743978,4.9,1115
IDPL Chintal Main Road,"Ground Floor, House No 5 080, IDPL Chintal Main Road, Ranga Nagar Colony, Village Quthbullapur, Mandal, Quthbullapur, GHMC Gajularamaram Circle, Medchal Malkajgiri, Hyderabad, Telangana, 500055",9582385212,4.9,1128
93 Avenue Mall Pune,"Shop No 2, Ground Floor, 93 Avenue Mall, Fatima Nagar, Kalubai Chowk, Pune, Maharashtra, 411022",9582331365,4.7,642
NIT,"1H/60 Ground & First Floor, Bn Nit, Faridabad, Haryana, 121001",8447731751,4.9,806
Karve Nagar,"Sr No 6/1, Hirgare, Part Shop of Banking Hall, Shalini Residency, Vitthal Mandir Road, Dnydeep Colony, Hingne Budrukh, Karve Nagar, Pune, Maharashtra, 411052",9873924609,4.7,105
Simpoli Borivali West,"Shop No 2, Deep Jyot, CHSL, Shimpoli Road, Rayani Gram, Borivali West, Mumbai, Maharashtra, 400092",9873942210,4.9,198
Nalasopara West,"Shop No 14, Aster Apartment, Nalasopara West, Near Shri Prashtha, Mumbai, Maharashtra, 401203",8447731721,4.9,1275
Satara,"Shop No 2, Rajpath, Rajeshpura Road, Sadshiv Peth, Rajpath, Satara, Maharashtra, 415002",8929271730,4.9,1711
Gauri Pada,"Shop No 3 & 4, Hari Om Apt, Dhamankar Naka, Gauri Pada, Opposite Bsnl Office, Bhiwandi, Maharashtra, 421302",7065045210,4.5,1077
Panchkula,"Ground Floor, SCO 57, Swastik Vihar, Near Apollo Pharmacy, MDC 5, Sector 5, Panchkula, Haryana, 134114",9873917952,4.2,10
Sector 15,"Shop No 71, Ground Floor, Sector 15, Part 2, Gurugram, Haryana, 122001",7428891114,4.8,658
Rohtak,"Shop No 2, Raj Complex, Delhi Road, Opposite Liberty Cinema, Rohtak, Haryana, 124001",9667273274,4.9,1840
"Sector 53, Gurugram","The Palm Spring Plaza, First Floor, DLF Phase 5, Manabe Sector 53, Gurugram, Haryana, 122002",08744080515,4.9,30
Sushant Lok 1,"Shop No 39, Ground Floor, Vyapar Kendra, Sushant Lok 1, Gurugram, Haryana, 122002",7428891143,4.7,422
Rajarampuri,"Shop No 1, Ground Floor, 1754 E, Ward Sripati Apartment, Rajarampuri 4Th Lane, Kolhapur, Maharashtra, 416003",7428890012,4.8,2782
Kamothe,"Shop No 10, Uma Shiv Corner, Plot No 22 & 22A, Sector 19, Kamothe, Navi Mumbai, Maharashtra, 410206",8929435317,4.9,1482
Khopoli,"Shop No 7 & 8 Ashiyana Infinity, Mulgoan, Shri Ram Nagar, Mumbai Pune Highway, Khopoli, Maharashtra, 410203",8929328378,5.0,787
Shahad,"Ground Floor, Shop No 17 A, Regency Antilia, Next to Jockey Store, Murbad Road, Mharal Society, Shahad, Ulhasnagar, Thane, Maharashtra, 421103",8742910328,4.9,563
Bhoomi Mall Belapur,"Shop No 27, Bhoomi Mall, Sector 15, Palm Beach Road Cbd Belapur, Belapur, Navi Mumbai, Maharashtra, 400614",8588921425,4.6,550
Poonam Cluster,"Shop No 37, 38 & 39, Ground Floor, Poonam Estate Cluster 2, Building No 3, Mira Road, Near Shanti Chowk, Thane, Maharashtra, 401107",8373901430,4.7,862
Gandhi Nagar Chowk Sonipath,"Plot No 2, Ground Floor, Hem Nagar, Near Gandhi Nagar Chowk, Sonipath, Haryana, 131001",9582633910,4.8,49
Sector 63,"Ground Floor 27, Paras Trinity, Sector 63, Gurugram, Haryana, 122011",9319375672,4.8,161
"New Railway Road, Adarsh Nagar","Shop No 305/1, Ground Floor, New Railway Road, Adarsh Nagar, Gurugram, Haryana, 122001",7428891171,4.7,404
New Industrial Town 5,"Shop No 5C-91, New Industrial Town 5, Near Banke Bihari Mandir, Faridabad, Haryana, 121001",7428891180,4.8,775
Sector 04,"SCO 34, Ground Floor, Huda Market, Sector 04, Gurugram, Haryana, 122001",8800775164,4.9,91
Thakur Village Kandivali East,"Shop No 09, Viceroy Savana, 120 Feet Road, Thakur Village Kandivali East, Mumbai, Maharashtra, 400101",9643968575,4.8,116
Elpro City Square Mall,"G 17, Ground Floor, Elpro City Square Mall, Chinchwad Gaon, Pune, Maharashtra, 411033",8448420421,4.7,1466
Badlapur,"Shop No 15 & 16, Dream Makers By Kasturi Life Space, Station Road, Katrap, Badlapur East, Thane, Maharashtra, 421503",9667042043,4.8,857
Kandivali West,"Shop No 35, Profit Center, Boraspada Road, Kandivali West, Opposite Panchsheel Heights, Mumbai, Maharashtra, 400067",7428891118,4.6,1158
Kharghar,"Shop No 7, Ground Floor, The Crown Plaza, Gharkul, Sector-15, Kharghar, Near D Mart, Navi Mumbai, Maharashtra, 410210",9319364916,4.8,494
Baramati,"Gat No-279/1/ B, Plot No, 4/5, Building Ajinkya Bazar, Bhigwan Road, Near Axis Bank, Baramati, Maharashtra, 413102",7065045379,4.9,788
Urban Estate,"SCF 40, Ground Floor, Urban Estate II, Hisar, Haryana, 125001",8447846048,4.9,483
"Sector 15, Faridabad","Scf 58, Ground Floor, Sector 15, Faridabad, Sector 15 Market, Faridabad, Haryana, 121007",7428891191,4.9,1303
Sapphire 90 Mall,"Shop No 145, Ground Floor, Sapphire Mall, Sector 90, Gurugram, Haryana, 122505",8929344697,4.8,376
Eros City Square Mall,"Shop No 90, Eros City Square Mall, Sector 49, Gurugram, Haryana, 122018",8588814302,4.9,224
Greenfield Colony Faridabad,"Shop No 2, C 3615, Sector C, Greenfield Colony, Near Kalka Public School, Vill Sarai ,Faridabad, Haryana, 121003",1294083132,,0
Arjun Marg,"Shop No 108, The Shopping Mall, DLF Phase 1, Sector 26 A, Arjun Marg, Gurugram, Haryana, 122002",7428891202,4.6,325
Subhash Nagar,"Shop No 39 & 40, Basement & Ground Floor, Municipal Market, Atlas Road, Indira Colony, Main Subhash Chowk, Sonipat, Haryana, 131001",9870523524,4.8,764
Rims Road,"Revenue Village No 89, Khwai Lalambung, Imphal West Lamphelpat Tahsil, Rims Road, Imphal, Manipur, 795004",9711620652,4.9,691
Imphal,"Airport Road, Sangaiprou Maning, Near Iskon Temple, Sangaiprou Maning, Imphal, Manipur, 795140",8929211514,4.8,352
Thangmeiband,"Thangmeiband, Polem Leikai, Thangmeiband, Opposite Abc Godown, Imphal, Manipur, 795001",7065095853,4.9,560
NRI layout,"No 06, Double Road, Nri Layout, Ramamurthy Nagar, Bengaluru, Karnataka, 560016",7065122333,4.9,1162
Balewadi Banner,"Shop No 1, Park Grandeur, Highstreet, Opposite Balewadi High Street, Near Balewadi, Laxman Nagar, Baner, Pune, Maharashtra, 411045",9643908329,4.3,15
Hutatma Chowk,"Shop No 46, Ground Floor, Islam Building, Hutatma Chowk, Fort, Near Flora Fountain, Mumbai, Maharashtra, 400001",7428891119,4.8,751
Santacruz West,"Shop No 1, Dheeraj Heritage, Best Colony, Juhu, Santacruz West, Opposite Kenia Hospital, Mumbai, Maharashtra, 400054",9319363645,4.8,910
Ram Maruti Road,"Shop No 11, B Wing Sopan Apartment, Ram Maruti Road, Opposite ICICI Bank, Veer Savarkar Path Old Mumbai Road, Village Panchpakhadi, Thane, Maharashtra, 400602",9643873058,4.9,195
Mahim,"Shop No 3, 4 & 5, Liliyan House, 145 B, L J Road, Mahim, Mumbai, Maharashtra, 400016",7428891120,4.6,2734
Breach Candy,"Shop No 5, Nanik Niwas Building, Bhulabhai Desai Road, Breach Candy, Opposite Tata Garden, Mumbai, Maharashtra, 400026",7428891121,4.9,1323
Model Town Yamuna Nagar,"Ground Floor & First Floor, Property No 525 A, C Part, Near J K Residency, Gobindpuri Road, Model Town, Amabala Cluster, Yamuna Nagar, Haryana, 135001",8447803468,4.8,244
Sector 49 Arcadia,"CG 33 & 34, Ground Floor, Sector 49, Arcadia, Opposite Good Earth City Center Mall, Gurugram, Haryana, 122018",7428891214,4.6,600
IMT Manesar,"DCO-D-6, Ground & Basement, IMT Manesar, Sector 1, Gurugram, Haryana, 122051",8929182102,4.9,277
Sector 14,"Shop No 10 & 11, Sector 14, Rajeev Nagar, Old Delhi Gurugram Road, Gurugram, Haryana, 122001",9999621452,4.8,660
"Sector 11, Panchkula","Ground Floor, Sco 14, Sector 11, Panchkula, Panchkula, Haryana, 134108",8929031287,4.7,413
Thammenahalli,"No 196 Mei Layout, 60Ft Main Road, Dassarahalli, Bengaluru, Karnataka, 560057",8447895934,4.9,667
Kengeri Satellite,"Shop No 1443, First Main Road, Kengeri Satellite Town, Hoysala Circle, Bengaluru, Karnataka, 560060",7428891103,4.9,1697
Kumaraswamy Layout,"Shop No 1319, 50 Feet Main Rd, Kumaraswamy Layout, Sri Lakshmi Venkateshwara Arcade, Bengaluru, Karnataka, 560078",7428891104,4.8,997
Flagship Store Empire Mall,"UG6 & UG8, Empire Mall, MG Road, SDM Law College, Mangaluru, Karnataka, 575003",7428890010,4.9,5538
Uttarahalli Main Road,"Shop No 9/3, Site Number 46, Uttarahalli Main Road, Next To IDFC Bank, Bengaluru, Karnataka, 560061",7428891105,4.9,2139
